Folder	ConsManifesto2017	ConsManifesto2017_Rel_Freq	GreenManifesto2017	GreenManifesto2017_Rel_Freq	LabourManifesto2017	LabourManifesto2017_Rel_Freq	LibdemManifesto2017	LibdemManifesto2017_Rel_Freq	PlaidCymruManifesto2017	PlaidCymruManifesto2017_Rel_Freq	SNPManifesto2017	SNPManifesto2017_Rel_Freq	UKIPManifesto2017	UKIPManifesto2017_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
activity	1 	0.00	0	0.00	1 	0.00	6 	0.03	0	0.00	4 	0.02	0	0.00	12	0.01	4	15.83	0.51	0.53	
actor	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
actors	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.30	0.66	0.67	
acts	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	4	0.00	3	4.63	0.43	0.44	
actual	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
actually	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	6.63	0.81	0.83	
acute	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	6.63	0.81	0.83	
acute_shortage	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
ad_hoc	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
adapt	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
adapting	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
adaptions	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
add	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	3	4.61	0.39	0.40	
added	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	5.75	0.58	0.59	
addiction	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	3	0.00	1	9.95	0.81	0.83	
addictive	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
adding	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	3.48	0.58	0.59	
additional	2 	0.01	0	0.00	6 	0.03	13 	0.06	1 	0.02	17 	0.09	18 	0.08	57	0.05	6	32.36	0.33	0.34	
additionally	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
address	15 	0.05	1 	0.03	11 	0.05	8 	0.04	1 	0.02	3 	0.02	13 	0.05	52	0.04	7	7.37	0.14	0.15	
addressed	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.33	0.42	0.43	
addresses	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
addressing	2 	0.01	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	4.54	0.42	0.43	
adds	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
adequate	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.02	1 	0.01	3 	0.01	7	0.01	5	6.00	0.33	0.34	
adequately	0	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	4	0.00	1	14.49	0.84	0.86	
adhere	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
adheres	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
adjudicator	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.53	0.65	0.67	
adjust	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.79	0.65	0.67	
administer	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	2	5.37	0.58	0.59	
administered	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
administration	1 	0.00	0	0.00	3 	0.01	1 	0.00	0	0.00	1 	0.01	8 	0.03	14	0.01	5	12.86	0.41	0.42	
administrations	8 	0.03	0	0.00	8 	0.03	2 	0.01	0	0.00	4 	0.02	1 	0.00	23	0.02	5	11.98	0.30	0.30	
administrative	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	3.87	0.61	0.63	
admission	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
admissions	3 	0.01	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	7.02	0.42	0.43	
admit	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
admitted	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	4 	0.02	5	0.00	2	11.88	0.65	0.66	
adobe/	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	7.24	0.84	0.86	
adolescent	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	3 	0.02	0	0.00	5	0.00	3	7.93	0.46	0.47	
adopt	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	2 	0.01	5	0.00	4	3.58	0.29	0.30	
adopted	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	4	0.00	3	5.39	0.47	0.48	
adopting	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.02	0	0.00	0	0.00	2	0.00	2	6.85	0.79	0.81	
adoption	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	5	0.00	4	3.23	0.26	0.27	
adoptions	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
adult	0	0.00	0	0.00	5 	0.02	1 	0.00	1 	0.02	1 	0.01	6 	0.03	14	0.01	5	13.76	0.43	0.44	
adult_education	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
adulthood	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
adults	0	0.00	0	0.00	2 	0.01	5 	0.02	1 	0.02	2 	0.01	4 	0.02	14	0.01	5	10.37	0.31	0.32	
advance	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	2	5.37	0.58	0.59	
advanced	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	6	0.00	4	4.22	0.31	0.32	
advancement	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
advances	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	4.11	0.49	0.51	
advancing	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.16	0.65	0.66	
advantage	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	5.75	0.58	0.59	
advantages	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
advent	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
adverse	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.56	0.68	0.70	
adversely	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
advertise	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	3.48	0.58	0.59	
advertised	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
advertisement	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
advertising	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	4 	0.02	7	0.01	3	10.84	0.50	0.52	
advertising_chapter	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
advice	4 	0.01	0	0.00	4 	0.02	6 	0.03	0	0.00	4 	0.02	5 	0.02	23	0.02	5	4.99	0.14	0.15	
advise	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.53	0.58	0.60	
advisory	3 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	7.93	0.61	0.62	
advisory_committee	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.78	0.61	0.62	
advisory_service	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.02	0	0.00	0	0.00	1	0.00	1	6.01	0.95	0.97	
advocate	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	5	0.00	4	3.32	0.27	0.27	
advocates	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
advocating	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.02	0	0.00	0	0.00	1	0.00	1	6.01	0.95	0.97	
aero	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	5.87	0.77	0.79	
affairs	1 	0.00	0	0.00	0	0.00	1 	0.00	1 	0.02	2 	0.01	2 	0.01	7	0.01	5	4.92	0.32	0.33	
affect	1 	0.00	0	0.00	1 	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	7	0.01	3	13.26	0.55	0.56	
affected	3 	0.01	0	0.00	3 	0.01	2 	0.01	0	0.00	3 	0.02	2 	0.01	13	0.01	5	2.54	0.12	0.12	
affecting	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	4	0.00	3	5.61	0.46	0.47	
affects	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.56	0.68	0.70	
affluence	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
afford	3 	0.01	0	0.00	1 	0.00	4 	0.02	2 	0.03	0	0.00	3 	0.01	13	0.01	5	8.97	0.29	0.30	
affordability	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.10	0.81	0.83	
affordable	9 	0.03	5 	0.17	11 	0.05	8 	0.04	2 	0.03	4 	0.02	10 	0.04	49	0.04	7	10.08	0.13	0.13	
affordably	0	0.00	1 	0.03	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	7.49	0.98	1.00	
afforded	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.56	0.68	0.70	
affronted	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
afraid	0	0.00	1 	0.03	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	7.58	0.60	0.61	
african	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
after	8 	0.03	0	0.00	12 	0.05	9 	0.04	3 	0.05	9 	0.05	17 	0.07	58	0.05	6	8.17	0.13	0.13	
after_all	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
aftermath	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	6.18	0.62	0.64	
afterwards	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.78	0.61	0.62	
again	2 	0.01	0	0.00	4 	0.02	1 	0.00	0	0.00	2 	0.01	4 	0.02	13	0.01	5	4.68	0.24	0.24	
against	20 	0.07	2 	0.07	19 	0.08	16 	0.08	5 	0.08	22 	0.11	10 	0.04	94	0.08	7	7.64	0.10	0.11	
age	13 	0.05	4 	0.14	13 	0.06	3 	0.01	1 	0.02	9 	0.05	11 	0.05	54	0.04	7	11.19	0.14	0.14	
age-appropriate	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.79	0.65	0.67	
age-inappropriate	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
age-related	0	0.00	1 	0.03	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	8.09	0.79	0.81	
age_discrimination	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
age_of_consent	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	3.91	0.62	0.64	
aged	0	0.00	1 	0.03	2 	0.01	5 	0.02	0	0.00	0	0.00	0	0.00	8	0.01	3	17.93	0.63	0.64	
ageing	5 	0.02	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	7	0.01	3	10.60	0.48	0.50	
agencies	2 	0.01	0	0.00	5 	0.02	3 	0.01	0	0.00	3 	0.02	0	0.00	13	0.01	4	10.06	0.34	0.35	
agency	4 	0.01	0	0.00	4 	0.02	2 	0.01	1 	0.02	3 	0.02	1 	0.00	15	0.01	6	3.21	0.18	0.18	
agenda	1 	0.00	1 	0.03	1 	0.00	1 	0.00	0	0.00	1 	0.01	6 	0.03	11	0.01	6	9.77	0.42	0.43	
agenda_based	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.53	0.58	0.60	
agent	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	3.42	0.43	0.44	
agents	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
ages	3 	0.01	2 	0.07	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	15.28	0.58	0.60	
aggravated	2 	0.01	0	0.00	3 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	7.45	0.42	0.43	
aggravating	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	3	0.00	1	9.95	0.81	0.83	
aggregated	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	5.87	0.77	0.79	
aggressive	1 	0.00	1 	0.03	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	5	0.00	5	4.64	0.24	0.24	
ago	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	3.48	0.58	0.59	
agree	5 	0.02	0	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.01	2 	0.01	11	0.01	5	4.51	0.24	0.25	
agreed	0	0.00	0	0.00	2 	0.01	2 	0.01	1 	0.02	0	0.00	1 	0.00	6	0.00	4	7.34	0.43	0.44	
agreeing	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	7.42	0.84	0.86	
agreement	8 	0.03	0	0.00	6 	0.03	4 	0.02	0	0.00	3 	0.02	7 	0.03	28	0.02	5	5.60	0.14	0.15	
agreements	5 	0.02	0	0.00	6 	0.03	0	0.00	0	0.00	2 	0.01	4 	0.02	17	0.01	4	10.68	0.28	0.28	
agrees	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
agri-environment	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
agricultural	0	0.00	0	0.00	3 	0.01	5 	0.02	0	0.00	1 	0.01	2 	0.01	11	0.01	4	11.25	0.38	0.39	
agriculture	0	0.00	0	0.00	0	0.00	4 	0.02	3 	0.05	2 	0.01	4 	0.02	13	0.01	4	18.04	0.44	0.45	
agriculture_sector	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
ahead	6 	0.02	0	0.00	0	0.00	1 	0.00	2 	0.03	2 	0.01	2 	0.01	13	0.01	5	10.43	0.34	0.34	
ahead_of	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	6	0.00	3	7.41	0.45	0.46	
ahead_of_its_time	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
aid	3 	0.01	1 	0.03	3 	0.01	3 	0.01	1 	0.02	3 	0.02	28 	0.12	42	0.03	7	46.24	0.48	0.49	
aid_programmes	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
ail	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.10	0.81	0.83	
aim	2 	0.01	0	0.00	1 	0.00	9 	0.04	1 	0.02	0	0.00	7 	0.03	20	0.02	5	20.78	0.45	0.46	
aimed	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	3	0.00	2	7.14	0.68	0.70	
aiming	0	0.00	2 	0.07	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	6	0.00	2	21.84	0.81	0.83	
aims	1 	0.00	0	0.00	3 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	6	0.00	4	5.46	0.33	0.34	
ain	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
air	2 	0.01	3 	0.10	8 	0.03	5 	0.02	3 	0.05	2 	0.01	3 	0.01	26	0.02	7	14.04	0.31	0.32	
air_pollution	0	0.00	1 	0.03	0	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	6	0.00	2	20.20	0.81	0.83	
aircraft	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	5 	0.02	8	0.01	3	12.53	0.53	0.54	
aircraft_carriers	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	5.75	0.58	0.59	
aircrew	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
airline	0	0.00	1 	0.03	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	7.49	0.98	1.00	
airport	0	0.00	1 	0.03	2 	0.01	1 	0.00	0	0.00	0	0.00	1 	0.00	5	0.00	4	7.84	0.44	0.45	
airports	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	3 	0.01	9	0.01	5	3.50	0.27	0.27	
airspace	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	3.87	0.61	0.63	
alcohol	3 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	2 	0.01	5 	0.02	12	0.01	4	8.64	0.26	0.27	
alcoholics	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
ale	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
alien	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
alienate	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
alienated	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
align	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.53	0.58	0.60	
aligned	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
alignment	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	8.80	0.77	0.79	
alike	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
alive	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
all	51 	0.18	25 	0.85	106 	0.46	71 	0.35	11 	0.18	54 	0.28	70 	0.29	388	0.31	7	58.08	0.15	0.15	
all-BAME	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
all-lgbt+	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.62	0.84	0.86	
all_over	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.02	1 	0.01	1 	0.00	3	0.00	3	6.44	0.60	0.62	
all_over_the_world	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.02	0	0.00	0	0.00	1	0.00	1	6.01	0.95	0.97	
all_the_way	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
allegations	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	3	4.61	0.39	0.40	
allege	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	2.93	0.77	0.79	
alleged	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.53	0.58	0.60	
alleviate	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.30	0.66	0.67	
alliance	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.16	0.65	0.66	
alliances	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	5.87	0.77	0.79	
allied	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
allies	4 	0.01	0	0.00	1 	0.00	3 	0.01	2 	0.03	0	0.00	0	0.00	10	0.01	4	12.38	0.46	0.47	
allocate	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.56	0.68	0.70	
allocated	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	6.63	0.81	0.83	
allocates	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
allocation	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	3	0.00	3	3.80	0.47	0.48	
allocations	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	7.24	0.84	0.86	
allow	15 	0.05	1 	0.03	6 	0.03	8 	0.04	1 	0.02	7 	0.04	17 	0.07	55	0.04	7	7.82	0.16	0.16	
allowance	1 	0.00	1 	0.03	7 	0.03	7 	0.03	0	0.00	15 	0.08	10 	0.04	41	0.03	6	25.43	0.27	0.28	
allowances	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	3.71	0.46	0.47	
allowed	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	7 	0.03	13	0.01	4	12.11	0.35	0.36	
allowing	5 	0.02	1 	0.03	2 	0.01	9 	0.04	2 	0.03	1 	0.01	8 	0.03	28	0.02	7	11.60	0.29	0.29	
allows	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	2 	0.01	6	0.00	4	4.05	0.30	0.31	
allspending	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
ally	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.32	0.81	0.83	
almost	3 	0.01	0	0.00	3 	0.01	1 	0.00	0	0.00	6 	0.03	0	0.00	13	0.01	4	12.79	0.35	0.36	
alone	5 	0.02	0	0.00	3 	0.01	2 	0.01	0	0.00	3 	0.02	7 	0.03	20	0.02	5	5.82	0.18	0.18	
along	1 	0.00	0	0.00	0	0.00	1 	0.00	1 	0.02	0	0.00	0	0.00	3	0.00	3	5.97	0.56	0.57	
along_with	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.02	0	0.00	1 	0.00	3	0.00	3	5.66	0.53	0.54	
alongside	9 	0.03	2 	0.07	6 	0.03	1 	0.00	0	0.00	3 	0.02	0	0.00	21	0.02	5	18.90	0.37	0.38	
already	17 	0.06	0	0.00	7 	0.03	10 	0.05	2 	0.03	12 	0.06	14 	0.06	62	0.05	6	6.80	0.12	0.12	
also	52 	0.18	0	0.00	50 	0.22	24 	0.12	8 	0.13	43 	0.22	37 	0.16	214	0.17	6	20.12	0.10	0.11	
alsocontinue	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	3.71	0.84	0.86	
alter	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.56	0.68	0.70	
alteration	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.73	0.81	0.83	
alternative	1 	0.00	0	0.00	2 	0.01	4 	0.02	0	0.00	1 	0.01	0	0.00	8	0.01	4	8.46	0.40	0.41	
alternatives	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	4.11	0.49	0.51	
although	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	3	4.87	0.42	0.43	
altogether	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	4	0.00	3	5.36	0.42	0.43	
aluminium	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	2	0.00	2	4.25	0.65	0.67	
