Folder	ConsManifesto2015	ConsManifesto2015_Rel_Freq	GreenManifesto2015	GreenManifesto2015_Rel_Freq	LabourManifesto2015	LabourManifesto2015_Rel_Freq	LibdemManifesto2015	LibdemManifesto2015_Rel_Freq	PlaidCymruManifesto2015	PlaidCymruManifesto2015_Rel_Freq	SNPManifesto2015	SNPManifesto2015_Rel_Freq	UKIPManifesto2015	UKIPManifesto2015_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
#iwill	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
$1.25	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
%	0	0.00	9 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	9	0.00	1	27.37	0.78	0.87	
&copy;	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&ndash;17	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&ndash;and	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&ndash;parliament	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;0.5_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;0.7_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;0.9_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;1	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	2	7.30	0.69	0.77	
&pound;1,000	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;1,060	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;1,100	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;1,200	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.50	0.80	0.89	
&pound;1,400	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;1,500	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	4	0.00	3	6.07	0.47	0.52	
&pound;1,600	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;1.1_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;1.2	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;1.2_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	6.94	0.64	0.71	
&pound;1.3_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	9.26	0.90	1.00	
&pound;1.4	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;1.4_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;1.5	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;1.5_billion	0	0.00	4 	0.01	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	6	0.00	3	10.26	0.54	0.60	
&pound;1.5_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;1.6_billion	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;1.8_billion	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.30	0.72	0.80	
&pound;10	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.70	0.60	0.67	
&pound;10,000	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	1 	0.00	4	0.00	2	9.69	0.68	0.75	
&pound;10,600	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.69	0.66	0.73	
&pound;100	1 	0.00	1 	0.00	1 	0.01	3 	0.01	0	0.00	2 	0.01	1 	0.00	9	0.00	6	4.57	0.29	0.32	
&pound;100,000	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	1 	0.00	4	0.00	3	6.28	0.54	0.60	
&pound;100_billion	1 	0.00	1 	0.00	0	0.00	2 	0.01	1 	0.01	4 	0.02	0	0.00	9	0.00	5	11.03	0.40	0.45	
&pound;100_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	8 	0.04	0	0.00	9	0.00	2	33.79	0.79	0.88	
&pound;100bn	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	0	0.00	2	0.00	2	6.51	0.80	0.89	
&pound;104	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;104_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;10_billion	2 	0.01	1 	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	5	0.00	4	5.07	0.36	0.40	
&pound;10_million	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	5	0.00	3	8.65	0.54	0.60	
&pound;11,000	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;110	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;110_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;115_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;116_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;119_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;11_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;12,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.72	0.69	0.77	
&pound;12,500	6 	0.02	0	0.00	0	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	11	0.01	2	23.83	0.66	0.73	
&pound;12,500.	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;120,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;120_billion	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
&pound;120bn	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;120m	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;127_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;12_billion	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	3 	0.01	7	0.00	4	8.04	0.39	0.44	
&pound;12_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;13,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.72	0.85	0.95	
&pound;13.70	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;130_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;13_billion	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
&pound;14.3_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;140	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;140_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	9.26	0.90	1.00	
&pound;14_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;14_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.72	0.85	0.95	
&pound;15,000	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
&pound;15.5_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;15.5_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;150	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	5.32	0.72	0.80	
&pound;150,000	1 	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	0	0.00	5	0.00	4	7.30	0.44	0.49	
&pound;150_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;150_million	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
&pound;150m	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;1520_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;15_billion	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.89	0.62	0.69	
&pound;15_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;160	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.02	0	0.00	3	0.00	1	13.89	0.90	1.00	
&pound;160_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;16_billion	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;170_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.13	0.64	0.71	
&pound;175,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;17_billion	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;18,600	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;180	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;18_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.72	0.69	0.77	
&pound;197	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;1_billion	2 	0.01	7 	0.02	0	0.00	3 	0.01	1 	0.01	0	0.00	1 	0.00	14	0.01	5	10.09	0.32	0.35	
&pound;1_million	3 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	5	0.00	3	9.06	0.54	0.60	
&pound;1m	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;2	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.72	0.85	0.95	
&pound;2,000	2 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	3 	0.02	1 	0.00	7	0.00	4	10.57	0.45	0.50	
&pound;2.2_billion	0	0.00	4 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	1	12.16	0.78	0.87	
&pound;2.3_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;2.4_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;2.5_billion	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	4	0.00	3	7.88	0.54	0.60	
&pound;2.5_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;2.9_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;20	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;20.70	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;200,000	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;2000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;200_million	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	3.94	0.47	0.52	
&pound;20_billion	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.12	0.78	0.87	
&pound;20_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;21,000	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.30	0.66	0.73	
&pound;21_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;22_billion	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;23,000	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.89	0.84	0.93	
&pound;23.9_billion	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
&pound;2300	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;23_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;23_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;24_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	9.26	0.90	1.00	
&pound;25,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;250	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	1 	0.01	0	0.00	4	0.00	2	10.45	0.72	0.80	
&pound;250,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.72	0.85	0.95	
&pound;250m	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.88	0.82	0.91	
&pound;25_billion	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.12	0.78	0.87	
&pound;26,000	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
&pound;260	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;26_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;27.4_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;28_billion	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;2_billion	1 	0.00	5 	0.01	0	0.00	0	0.00	0	0.00	6 	0.03	1 	0.00	13	0.01	4	21.37	0.53	0.59	
&pound;2_million	0	0.00	1 	0.00	3 	0.02	1 	0.00	0	0.00	1 	0.01	0	0.00	6	0.00	4	10.14	0.47	0.52	
&pound;3,000	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.90	0.62	0.69	
&pound;3.2_billion	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.53	0.68	0.75	
&pound;3.8_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;30	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;30,000	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;300	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.50	0.80	0.89	
&pound;300,000	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;300_million	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	4	0.00	3	7.61	0.52	0.58	
&pound;30_billion	2 	0.01	4 	0.01	2 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	10	0.01	5	7.37	0.32	0.36	
&pound;30_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	4	0.00	2	11.43	0.76	0.84	
&pound;310	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;310_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;338_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;35,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;35_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;35_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3 	0.02	0	0.00	3	0.00	1	13.89	0.90	1.00	
&pound;36_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;375_million	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;383_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;38_billion	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.26	0.84	0.93	
&pound;3_billion	3 	0.01	1 	0.00	0	0.00	1 	0.00	0	0.00	3 	0.02	2 	0.01	10	0.01	5	8.88	0.39	0.44	
&pound;3_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;4,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;4.3bn	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;4.5_billion	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.08	0.78	0.87	
&pound;4.5_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;40	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;400	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.32	0.82	0.91	
&pound;400_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;400m	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.32	0.82	0.91	
&pound;40_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.13	0.64	0.71	
&pound;40_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	9.26	0.90	1.00	
&pound;40m	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;42,380	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;42,385	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;43,500	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;44,000	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	5.73	0.76	0.84	
&pound;45	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;45,000	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;450	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;450_million	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;45_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;46_billion	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.53	0.68	0.75	
&pound;49_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;4_billion	0	0.00	4 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	3 	0.01	8	0.00	3	12.78	0.54	0.60	
&pound;4_million	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;5,000	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;5.07.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;5.2_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.72	0.69	0.77	
&pound;5.3_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.63	0.84	0.93	
&pound;5.5_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.13	0.64	0.71	
&pound;5.8_billion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;50	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.04	0.78	0.87	
&pound;50,000	6 	0.02	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	4 	0.02	12	0.01	4	18.24	0.53	0.58	
&pound;500,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.63	0.90	1.00	
&pound;500_billion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.86	0.85	0.95	
&pound;500_million	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	2	7.80	0.62	0.69	
&pound;500m	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.32	0.82	0.91	
&pound;50_billion	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	3	0.00	3	5.53	0.59	0.66	
&pound;50_million	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	4.65	0.90	1.00	
&pound;50m	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.44	0.82	0.91	
