Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
large_scale	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	7.92	0.86	0.91	
largely	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
larger	0	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	6.13	0.59	0.62	
largest	10 	0.04	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	11	0.01	2	28.22	0.70	0.74	
last	10 	0.04	1 	0.01	8 	0.03	0	0.00	2 	0.01	0	0.00	0	0.00	21	0.02	4	23.03	0.45	0.48	
last_14_years	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
last_30_years	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
last_autumn	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
last_decade	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
last_few_years	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.37	0.79	0.84	
last_resort	0	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.67	0.70	
last_year	12 	0.05	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	15	0.01	3	30.92	0.60	0.64	
late	0	0.00	2 	0.01	3 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	6	0.00	3	8.45	0.48	0.51	
late_2030s	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
later	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
latest	2 	0.01	1 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	3	6.31	0.46	0.48	
launch	4 	0.02	0	0.00	4 	0.02	0	0.00	0	0.00	5 	0.07	0	0.00	13	0.01	3	25.96	0.54	0.57	
launched	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
launching	1 	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	5	0.00	2	11.96	0.62	0.66	
law	15 	0.06	18 	0.09	14 	0.06	13 	0.06	8 	0.05	3 	0.04	5 	0.06	76	0.06	7	3.80	0.08	0.09	
law'	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	4	0.00	2	10.72	0.74	0.78	
law-abiding	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	3	0.00	2	10.99	0.75	0.79	
law_and_order	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	4 	0.06	0	0.00	5	0.00	2	21.36	0.75	0.79	
lawful	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
laws	13 	0.05	4 	0.02	2 	0.01	6 	0.03	1 	0.01	10 	0.15	2 	0.03	38	0.03	7	29.79	0.34	0.36	
lawsuits	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
lawyers	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
laying	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
laying_foundations	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
layout	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.65	0.68	0.73	
lead	0	0.00	2 	0.01	7 	0.03	6 	0.03	0	0.00	1 	0.01	5 	0.06	21	0.02	5	23.81	0.42	0.44	
lead_to	1 	0.00	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	5	0.00	3	7.89	0.50	0.53	
leader	3 	0.01	0	0.00	2 	0.01	10 	0.05	0	0.00	2 	0.03	1 	0.01	18	0.01	5	21.65	0.43	0.46	
leader_to	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
leaders	3 	0.01	0	0.00	6 	0.03	2 	0.01	0	0.00	1 	0.01	0	0.00	12	0.01	4	12.77	0.37	0.39	
leaders_to	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.73	0.80	0.85	
leadership	3 	0.01	1 	0.01	11 	0.05	2 	0.01	0	0.00	1 	0.01	4 	0.05	22	0.02	6	20.60	0.42	0.44	
leadership_to	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
leading	7 	0.03	2 	0.01	6 	0.03	4 	0.02	1 	0.01	1 	0.01	1 	0.01	22	0.02	7	4.39	0.19	0.20	
leading_to	1 	0.00	0	0.00	1 	0.00	1 	0.00	4 	0.02	1 	0.01	0	0.00	8	0.01	5	9.28	0.43	0.46	
leads	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
leads_to	0	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	5.78	0.47	0.50	
league	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
league_tables	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
leakage	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
leaks	1 	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.69	0.46	0.48	
learn	0	0.00	3 	0.02	3 	0.01	1 	0.00	0	0.00	1 	0.01	1 	0.01	9	0.01	5	9.18	0.41	0.44	
learned	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	4	0.00	2	9.30	0.68	0.73	
learner	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
learners	0	0.00	0	0.00	0	0.00	0	0.00	14 	0.08	0	0.00	0	0.00	14	0.01	1	55.46	0.86	0.91	
learning	6 	0.02	3 	0.02	4 	0.02	4 	0.02	15 	0.09	0	0.00	0	0.00	32	0.03	5	25.78	0.33	0.35	
learning_difficulties	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
learning_environment	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
learnings	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
lease	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
leasehold	1 	0.00	0	0.00	3 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	6	0.00	4	7.19	0.41	0.44	
leaseholders	4 	0.02	1 	0.01	2 	0.01	2 	0.01	0	0.00	1 	0.01	0	0.00	10	0.01	5	5.96	0.26	0.28	
leaseholds	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
leases	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	3	0.00	3	8.37	0.72	0.76	
leasing	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	3	0.00	3	5.71	0.57	0.60	
least	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.47	0.77	0.81	
leave	4 	0.02	4 	0.02	3 	0.01	20 	0.09	9 	0.05	5 	0.07	3 	0.04	48	0.04	7	26.44	0.34	0.36	
leave_to	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
leavers	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	3.74	0.45	0.48	
leaving	4 	0.02	1 	0.01	8 	0.03	3 	0.01	4 	0.02	0	0.00	0	0.00	20	0.02	5	10.59	0.26	0.28	
leaving_behind	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
leaving_off	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
led	3 	0.01	2 	0.01	3 	0.01	2 	0.01	6 	0.04	1 	0.01	0	0.00	17	0.01	6	6.87	0.22	0.23	
left	2 	0.01	3 	0.02	8 	0.03	5 	0.02	4 	0.02	1 	0.01	3 	0.04	26	0.02	7	5.66	0.19	0.20	
left-wing	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
left_behind	0	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.17	0.64	0.68	
left_out	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
left_wing	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
leg	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
legacies	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
legacy	6 	0.02	1 	0.01	5 	0.02	0	0.00	3 	0.02	0	0.00	0	0.00	15	0.01	4	13.49	0.39	0.41	
legal	12 	0.05	9 	0.05	6 	0.03	18 	0.08	3 	0.02	2 	0.03	1 	0.01	51	0.04	7	14.50	0.22	0.23	
legal_aid	2 	0.01	2 	0.01	2 	0.01	3 	0.01	1 	0.01	1 	0.01	0	0.00	11	0.01	6	2.41	0.16	0.16	
legal_passages	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
legal_system	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
legalising	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
legally	1 	0.00	3 	0.02	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	8	0.01	4	7.75	0.42	0.44	
legislate	10 	0.04	1 	0.01	1 	0.00	1 	0.00	0	0.00	4 	0.06	2 	0.03	19	0.02	6	23.75	0.51	0.54	
legislated	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.37	0.79	0.84	
legislating	2 	0.01	1 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	5.37	0.33	0.35	
legislation	14 	0.06	9 	0.05	8 	0.03	4 	0.02	8 	0.05	1 	0.01	3 	0.04	47	0.04	7	6.46	0.15	0.16	
legislative	1 	0.00	0	0.00	0	0.00	1 	0.00	3 	0.02	0	0.00	0	0.00	5	0.00	3	8.97	0.48	0.51	
legislatures	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
legitimate	0	0.00	0	0.00	2 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	4	0.00	2	8.87	0.66	0.70	
leisure	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
leisure_centres	1 	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.23	0.61	0.65	
lender	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
lending	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.05	0.63	0.67	
length	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
lesbian	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
less	3 	0.01	6 	0.03	8 	0.03	6 	0.03	6 	0.04	5 	0.07	1 	0.01	35	0.03	7	8.01	0.17	0.18	
lessons	1 	0.00	1 	0.01	1 	0.00	4 	0.02	2 	0.01	0	0.00	0	0.00	9	0.01	5	6.14	0.35	0.37	
let	2 	0.01	1 	0.01	2 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	7	0.01	5	3.98	0.25	0.27	
let_'s	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
let_alone	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
let_down	0	0.00	1 	0.01	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	3	6.56	0.47	0.50	
lethal	1 	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.47	0.44	0.46	
lets	2 	0.01	0	0.00	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	6	0.00	3	7.74	0.45	0.47	
lets_down	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
letter	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
letters	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
letting	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
letting_down	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
lettings	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
level	8 	0.03	4 	0.02	6 	0.03	1 	0.00	11 	0.07	0	0.00	1 	0.01	31	0.03	6	17.47	0.27	0.28	
levelling	8 	0.03	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	9	0.01	2	22.67	0.68	0.72	
levels	11 	0.04	3 	0.02	3 	0.01	5 	0.02	4 	0.02	1 	0.01	6 	0.08	33	0.03	7	10.86	0.24	0.26	
lever	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
leverage	1 	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	5.44	0.44	0.46	
leverages	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
levers	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	1 	0.01	5	0.00	2	16.33	0.80	0.84	
leveson-compliant	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
levies	5 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	7	0.01	2	18.80	0.73	0.78	
levy	3 	0.01	1 	0.01	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	8	0.01	3	10.45	0.47	0.50	
levying	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
lgbt+	0	0.00	0	0.00	1 	0.00	5 	0.02	0	0.00	0	0.00	0	0.00	6	0.00	2	15.15	0.66	0.69	
lgbti	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.05	4	0.00	1	21.93	0.94	0.99	
lgbtiqa+	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.39	0.84	0.89	
lgbtq+	0	0.00	0	0.00	0	0.00	0	0.00	7 	0.04	0	0.00	0	0.00	7	0.01	1	27.73	0.86	0.91	
lha	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
liabilities	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
liaison	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
liberal	0	0.00	0	0.00	0	0.00	43 	0.20	0	0.00	0	0.00	0	0.00	43	0.04	1	148.84	0.82	0.87	
liberal_democrat	0	0.00	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	1	10.38	0.82	0.87	
liberals	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
liberties	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
liberty	0	0.00	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.67	0.70	
libraries	2 	0.01	3 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	5	0.00	2	10.60	0.63	0.67	
library	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
licence	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	6.70	0.79	0.83	
licences	0	0.00	3 	0.02	3 	0.01	0	0.00	1 	0.01	2 	0.03	2 	0.03	11	0.01	5	13.28	0.43	0.46	
license	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
licensed	0	0.00	1 	0.01	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.80	0.67	0.70	
licenses	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	3.74	0.45	0.48	
licensing	4 	0.02	2 	0.01	1 	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	9	0.01	5	4.86	0.30	0.32	
lie	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
lies	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	3	0.00	2	8.88	0.77	0.81	
life	8 	0.03	19 	0.10	21 	0.09	15 	0.07	13 	0.08	9 	0.13	4 	0.05	89	0.07	7	13.34	0.15	0.16	
life'	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
life-changing	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
life-expired	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
life-saving	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
life-threatening	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
life_23	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
life_expectancy	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
life_sciences	2 	0.01	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	6	0.00	2	11.59	0.59	0.63	
lifeblood	1 	0.00	1 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	4.99	0.44	0.46	
lifeline	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
lifelong	1 	0.00	2 	0.01	0	0.00	3 	0.01	3 	0.02	0	0.00	0	0.00	9	0.01	4	9.19	0.42	0.44	
lifespan	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
lifestyle	2 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	2	6.39	0.65	0.69	
lifestyles	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
lifetime	0	0.00	1 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.31	0.51	0.54	
lift	2 	0.01	1 	0.01	1 	0.00	1 	0.00	0	0.00	4 	0.06	1 	0.01	10	0.01	6	13.06	0.38	0.40	
lifted	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
lifting	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	4	0.00	4	6.99	0.51	0.54	
lifting_up	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
light	0	0.00	0	0.00	2 	0.01	2 	0.01	1 	0.01	0	0.00	0	0.00	5	0.00	3	6.83	0.49	0.52	
lighter	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
lighting	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.88	0.70	0.75	
lightly	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.05	0.63	0.67	
lights	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
like	24 	0.09	11 	0.06	13 	0.05	5 	0.02	4 	0.02	2 	0.03	10 	0.13	69	0.06	7	21.02	0.22	0.23	
like-minded	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
likely	2 	0.01	1 	0.01	2 	0.01	1 	0.00	1 	0.01	0	0.00	0	0.00	7	0.01	5	2.16	0.17	0.18	
lilac	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
limit	2 	0.01	2 	0.01	0	0.00	2 	0.01	3 	0.02	0	0.00	1 	0.01	10	0.01	5	6.78	0.26	0.28	
limited	1 	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	1 	0.01	4 	0.05	10	0.01	6	12.74	0.42	0.45	
limiting	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
limits	1 	0.00	1 	0.01	1 	0.00	3 	0.01	1 	0.01	1 	0.01	1 	0.01	9	0.01	7	2.71	0.26	0.27	
line	10 	0.04	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	12	0.01	3	24.85	0.62	0.66	
lines	1 	0.00	2 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	5.94	0.37	0.39	
linewith	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
linguistic	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	7.92	0.86	0.91	
link	1 	0.00	1 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	4.99	0.44	0.46	
link_up	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
linked	0	0.00	3 	0.02	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	5	0.00	3	9.01	0.53	0.56	
linked_up	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
linking	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	7.35	0.66	0.70	
linking_up	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
links	3 	0.01	2 	0.01	1 	0.00	2 	0.01	5 	0.03	1 	0.01	0	0.00	14	0.01	6	6.85	0.24	0.25	
lionesses	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
lip	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
liquefied	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
liquid	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
list	0	0.00	0	0.00	0	0.00	2 	0.01	2 	0.01	0	0.00	1 	0.01	5	0.00	3	9.78	0.62	0.66	
listed	0	0.00	0	0.00	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	2	9.13	0.63	0.66	
listed_companies	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
listen	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
listening	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
lists	0	0.00	1 	0.01	3 	0.01	0	0.00	0	0.00	1 	0.01	1 	0.01	6	0.00	4	9.78	0.52	0.56	
literacy	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	2	0.00	1	6.92	0.82	0.87	
