Folder	ConsManifesto2024	ConsManifesto2024_Rel_Freq	GreenManifesto2024	GreenManifesto2024_Rel_Freq	LabourManifesto2024	LabourManifesto2024_Rel_Freq	LibdemManifesto2024	LibdemManifesto2024_Rel_Freq	PlaidCymruManifesto2024	PlaidCymruManifesto2024_Rel_Freq	ReformUKmanifesto2024	ReformUKmanifesto2024_Rel_Freq	SNPManifesto2024	SNPManifesto2024_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
34	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
35	1 	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	3	5.44	0.44	0.46	
35%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
350mw	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
37	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
37_8	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
38	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
380,000_a_year	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
39	1 	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.05	0.63	0.67	
3ef	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
3hw	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
4	7 	0.03	1 	0.01	3 	0.01	11 	0.05	1 	0.01	5 	0.07	0	0.00	28	0.02	6	22.31	0.38	0.40	
4%	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.03	0	0.00	3	0.00	2	11.20	0.77	0.81	
4'	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
4,835_1	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
4.7	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
4.7_million	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
40	1 	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	4	0.00	4	4.46	0.37	0.39	
40%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	3	0.00	3	7.79	0.67	0.71	
40,000	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	4	0.00	2	11.02	0.75	0.79	
400	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
410	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
41_9	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
42	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	2	7.53	0.70	0.75	
424,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
43	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
43%	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
44%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
440,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
45	0	0.00	1 	0.01	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	6.13	0.59	0.62	
450	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
46	0	0.00	1 	0.01	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	3	0.00	3	4.53	0.53	0.56	
46_47	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
47	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
47_10	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
48	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
48%	2 	0.01	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.12	0.63	0.67	
48(1)	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
4g	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
4th.vote	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
4th_July	0	0.00	1 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.01	4	0.00	3	8.78	0.64	0.68	
5	2 	0.01	3 	0.02	5 	0.02	9 	0.04	3 	0.02	8 	0.12	0	0.00	30	0.02	6	23.64	0.33	0.35	
5%	2 	0.01	3 	0.02	0	0.00	2 	0.01	0	0.00	1 	0.01	0	0.00	8	0.01	4	8.90	0.40	0.42	
5,500	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
5-year	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
5-year-olds	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
5.7_10.5_10.8_11.9	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
5.8_million	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
50	3 	0.01	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	4	0.00	2	8.83	0.65	0.69	
50%	5 	0.02	3 	0.02	0	0.00	0	0.00	0	0.00	4 	0.06	0	0.00	12	0.01	3	23.96	0.58	0.61	
50,000	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
50/50	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
500	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	3	0.00	2	9.88	0.81	0.85	
500%	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
5000	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
50_million	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
51	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
51_11	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
52%	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
52_to_64	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
53	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
54	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
55	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
550,000	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
56%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
565	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
58	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
5_2	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
5g	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.79	0.59	0.63	
6	1 	0.00	0	0.00	1 	0.00	2 	0.01	3 	0.02	4 	0.06	0	0.00	11	0.01	5	16.00	0.45	0.47	
6%	2 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.89	0.61	0.65	
6,000	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
6,500	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	1	12.98	0.80	0.85	
6,700	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
6.2%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
6.3_million	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
60	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
60%	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
60,000	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
60_million	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
60s	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
61	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.60	0.59	0.63	
61%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
61_13	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
62	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	0	0.00	3	0.00	2	7.07	0.68	0.73	
63%	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	3	0.00	2	7.91	0.73	0.77	
64	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
64%	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
65	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	3.24	0.42	0.44	
650	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
650,000	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.49	0.80	0.85	
65_14	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
66	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
68	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
68%	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
68.	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
69	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
6g	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
7	1 	0.00	2 	0.01	1 	0.00	5 	0.02	0	0.00	2 	0.03	1 	0.01	12	0.01	6	10.11	0.38	0.40	
7%	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.37	0.79	0.84	
7.0	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
7.0_16.5_6.7_6.8	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
70%	1 	0.00	3 	0.02	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.01	6	0.00	4	10.56	0.56	0.59	
70+	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
70-year	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
700,000	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.73	0.80	0.85	
71	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
71_15	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
72	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
73	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
745_13,000	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
75	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	6.13	0.63	0.66	
75%	0	0.00	1 	0.01	0	0.00	0	0.00	1 	0.01	1 	0.01	0	0.00	3	0.00	3	6.85	0.65	0.69	
75_16	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
75p	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
76%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
78066	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
79_17	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
7_million	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
7_to_11	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
7eb	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
7eh	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
7th	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
8	1 	0.00	0	0.00	1 	0.00	5 	0.02	0	0.00	2 	0.03	0	0.00	9	0.01	4	14.55	0.55	0.58	
8,000	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	2	7.62	0.61	0.65	
8,500	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	9.73	0.80	0.85	
8.3_12.2_16.1_20.1	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
8.3_times	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
8.7%	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
80%	3 	0.01	1 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	5	0.00	3	7.02	0.46	0.48	
80-year	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
800,000	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
80_years_of_age	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
80gw	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
80s	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
83	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.03	0	0.00	2	0.00	1	11.56	0.94	1.00	
83_18	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
85	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
85%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
85.3_44.7_52.6_62.9	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
855	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
87_19	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
8am	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
8pj	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1	0.00	1	5.48	0.94	0.99	
8rx	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
9	1 	0.00	0	0.00	0	0.00	5 	0.02	0	0.00	4 	0.06	0	0.00	10	0.01	3	24.69	0.67	0.71	
9%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	5.83	0.73	0.77	
9.1	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
9.2_6.6_6.6_6.6	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
9.5	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
9.6	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
9.9_19.1_46.7_56.7	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
90%	3 	0.01	0	0.00	0	0.00	5 	0.02	1 	0.01	0	0.00	2 	0.03	11	0.01	4	14.31	0.46	0.48	
90-member	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
92	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
92,000	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
93%	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
93_20	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
94%	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.31	0.65	0.69	
95	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
96	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
978-1-915375-24-7	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
98%	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
990	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
999	0	0.00	0	0.00	3 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	2	9.93	0.63	0.66	
99_21	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
9gq	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
9hq	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
=	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	26 	0.39	0	0.00	26	0.02	1	150.29	0.94	1.00	
@	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
AUKUS	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	5.67	0.59	0.63	
Aberdeen	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
Aberdeen_city	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
Aberdeenshire	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
Aberystwyth	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	7.92	0.86	0.91	
Adrian_Ramsay	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
Afghanistan	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	0	0.00	2	0.00	2	4.65	0.68	0.73	
Africa	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	3.81	0.61	0.65	
Alan_Mabbutt	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
Albania	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
April	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
April_2025	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
April_2027	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	6.25	0.79	0.84	
April_next	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
ArWAP	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
Asexual	0	0.00	1 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.70	0.84	0.89	
Asia	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
Atherton_report	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
Atlantic	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
Australia	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	4	0.00	4	4.52	0.36	0.38	
BBC	4 	0.02	0	0.00	2 	0.01	3 	0.01	0	0.00	2 	0.03	0	0.00	11	0.01	4	11.40	0.38	0.40	
BBC_Alba	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	2	0.00	2	6.17	0.76	0.80	
BMW	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.12	0.79	0.84	
BREXIT_Brexit	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	5.78	0.94	1.00	
BY-ND	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
Banc_Cambria	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	0	0.00	1	0.00	1	3.96	0.86	0.91	
Bangladesh	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
Bangor	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	7.92	0.86	0.91	
Bank_Levy	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.46	0.82	0.87	
Barbara_castle	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.24	0.80	0.85	
