Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
competitive	0	0.00	3 	0.01	0	0.00	1 	0.00	1 	0.00	0	0.00	2 	0.01	7	0.01	4	7.49	0.41	0.41	
competitiveness	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	3	0.00	2	7.72	0.72	0.73	
competitors	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.01	0.49	0.49	
complacent	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
complaints	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.00	1 	0.01	1 	0.00	5	0.00	4	4.87	0.35	0.36	
complemented	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.14	0.64	0.65	
complete	0	0.00	0	0.00	1 	0.00	2 	0.01	5 	0.02	5 	0.03	0	0.00	13	0.01	4	15.60	0.45	0.45	
completed	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
completely	0	0.00	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	6	0.00	4	5.10	0.33	0.33	
completing	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.82	0.47	0.47	
completion	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
complex	0	0.00	3 	0.01	1 	0.00	2 	0.01	6 	0.02	2 	0.01	1 	0.00	15	0.01	6	5.58	0.26	0.26	
complexity	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.46	0.67	0.68	
compliance	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	1 	0.00	4	0.00	3	5.37	0.46	0.47	
compliant	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
complicated	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
complicit	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
complicity	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
comply	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
complying_with	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
component	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
components	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
compost	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
compounded	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
comprehension	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
comprehensive	1 	0.05	1 	0.00	4 	0.02	10 	0.04	3 	0.01	5 	0.03	2 	0.01	26	0.02	7	11.24	0.29	0.29	
comprised	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
compromise	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
compromised	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
compulsory	0	0.00	0	0.00	4 	0.02	1 	0.00	1 	0.00	1 	0.01	0	0.00	7	0.01	4	8.80	0.42	0.42	
computers	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
computing	0	0.00	4 	0.02	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	5	0.00	2	13.40	0.65	0.66	
concentrated	0	0.00	0	0.00	3 	0.01	0	0.00	1 	0.00	1 	0.01	1 	0.00	6	0.00	4	6.82	0.38	0.39	
concentrates	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
concentrating	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
concentration	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
concentrations	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
concept	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.56	0.68	0.69	
concern	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
concerned	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
concerning	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
concerns	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	1 	0.01	2 	0.01	6	0.00	3	10.03	0.55	0.55	
concert	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
concessions	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
concluded	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
conclusion	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
concrete	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.63	0.83	0.84	
condemn	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
condemning	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
condition	0	0.00	2 	0.01	1 	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	5.04	0.32	0.32	
conditioners	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
conditions	0	0.00	7 	0.03	0	0.00	18 	0.07	9 	0.03	5 	0.03	2 	0.01	41	0.03	5	29.76	0.30	0.30	
conduct	1 	0.05	4 	0.02	3 	0.01	4 	0.02	2 	0.01	1 	0.01	0	0.00	15	0.01	6	8.73	0.28	0.28	
conducted	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
conducting	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	2	0.00	2	5.07	0.72	0.73	
conference	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
confidence	0	0.00	3 	0.01	1 	0.00	1 	0.00	5 	0.02	0	0.00	2 	0.01	12	0.01	5	7.77	0.33	0.33	
confident	0	0.00	2 	0.01	1 	0.00	0	0.00	3 	0.01	1 	0.01	0	0.00	7	0.01	4	7.16	0.38	0.39	
confinement	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
confirm	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
confirmation	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
confirmed	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
confirming	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
confiscating	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
conflict	0	0.00	1 	0.00	1 	0.00	9 	0.04	7 	0.03	0	0.00	2 	0.01	20	0.01	5	17.56	0.42	0.42	
conflicts	0	0.00	1 	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	0	0.00	5	0.00	3	7.05	0.49	0.50	
conformation	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
conformity	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
confront	0	0.00	0	0.00	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	2	9.14	0.64	0.65	
confrontational	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
confusion	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.43	0.52	0.53	
congestion	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	4.47	0.52	0.53	
congestioncharges	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
connect	0	0.00	7 	0.03	5 	0.02	2 	0.01	0	0.00	0	0.00	0	0.00	14	0.01	3	23.16	0.54	0.54	
connected	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	1 	0.00	4	0.00	4	3.90	0.38	0.39	
connecting	0	0.00	1 	0.00	0	0.00	2 	0.01	1 	0.00	2 	0.01	0	0.00	6	0.00	4	6.12	0.37	0.38	
connection	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
connections	0	0.00	2 	0.01	3 	0.01	0	0.00	0	0.00	0	0.00	1 	0.00	6	0.00	3	9.76	0.52	0.53	
connectivity	0	0.00	2 	0.01	0	0.00	2 	0.01	1 	0.00	0	0.00	3 	0.01	8	0.01	4	7.51	0.38	0.39	
conscience	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
consecutive	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consensus	0	0.00	4 	0.02	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	5	0.00	2	13.40	0.65	0.66	
consent	1 	0.05	1 	0.00	2 	0.01	2 	0.01	1 	0.00	1 	0.01	3 	0.01	11	0.01	7	4.00	0.20	0.21	
consents	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
consequence	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.92	0.70	0.71	
consequences	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	1 	0.01	1 	0.00	5	0.00	4	4.51	0.33	0.34	
consequent	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consequently	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
conservation	0	0.00	2 	0.01	2 	0.01	1 	0.00	0	0.00	1 	0.01	0	0.00	6	0.00	4	6.22	0.39	0.39	
conservationist	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
conservationists	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
conservatism	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.57	0.85	0.86	
conservative	0	0.00	29 	0.14	0	0.00	10 	0.04	9 	0.03	3 	0.02	0	0.00	51	0.04	4	71.67	0.43	0.43	
conservative_party	0	0.00	4 	0.02	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4	0.00	1	15.14	0.85	0.86	
conservatives	0	0.00	23 	0.11	0	0.00	32 	0.13	56 	0.21	3 	0.02	1 	0.00	115	0.09	5	125.55	0.43	0.44	
conserve	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
consider	0	0.00	6 	0.03	1 	0.00	5 	0.02	2 	0.01	0	0.00	1 	0.00	15	0.01	5	12.42	0.40	0.40	
considerable	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.16	0.72	0.73	
consideration	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.43	0.52	0.53	
considerations	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	3	0.00	3	3.90	0.48	0.48	
considered	0	0.00	0	0.00	3 	0.01	0	0.00	1 	0.00	1 	0.01	2 	0.01	7	0.01	4	7.55	0.40	0.41	
considering	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
considers	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
consistency	0	0.00	0	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	0	0.00	4	0.00	3	5.39	0.45	0.45	
consistent	0	0.00	0	0.00	0	0.00	3 	0.01	3 	0.01	2 	0.01	1 	0.00	9	0.01	4	8.28	0.38	0.39	
consistently	0	0.00	3 	0.01	0	0.00	3 	0.01	2 	0.01	4 	0.02	3 	0.01	15	0.01	5	8.05	0.25	0.25	
consolidate	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
consolidated	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	3	0.00	1	10.63	0.83	0.84	
conspired	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
constantly	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
constituencies	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.01	0	0.00	3	0.00	3	4.18	0.49	0.50	
constituency	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
constituent	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
constituents	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	3	0.00	2	7.74	0.68	0.69	
constitute	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
constitutes	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
constitution	1 	0.05	3 	0.01	2 	0.01	1 	0.00	3 	0.01	5 	0.03	1 	0.00	16	0.01	7	7.88	0.27	0.28	
constitutional	0	0.00	0	0.00	0	0.00	6 	0.02	0	0.00	0	0.00	2 	0.01	8	0.01	2	18.58	0.66	0.67	
constitutionally	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
constrain	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
constraints	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
constructed	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
construction	0	0.00	2 	0.01	5 	0.02	0	0.00	1 	0.00	1 	0.01	3 	0.01	12	0.01	5	9.60	0.35	0.36	
construction_sector	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
constructive	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
constructively	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
consular	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	4	0.00	3	7.22	0.55	0.55	
consulates-general	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consult	0	0.00	5 	0.02	0	0.00	6 	0.02	1 	0.00	0	0.00	0	0.00	12	0.01	3	20.34	0.58	0.59	
consultant-led	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consultants	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consultation	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	1 	0.00	4	0.00	4	2.77	0.29	0.29	
consulted	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
consulting	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
consume	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
consumer	0	0.00	2 	0.01	0	0.00	4 	0.02	2 	0.01	0	0.00	3 	0.01	11	0.01	4	9.10	0.32	0.33	
consumers	0	0.00	2 	0.01	2 	0.01	2 	0.01	6 	0.02	0	0.00	8 	0.04	20	0.01	5	13.74	0.35	0.35	
consuming	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
consumption	0	0.00	0	0.00	5 	0.02	0	0.00	6 	0.02	0	0.00	3 	0.01	14	0.01	3	18.64	0.48	0.48	
consumption_rooms	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3 	0.01	4	0.00	2	10.12	0.67	0.68	
contact	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	4	0.00	3	5.87	0.48	0.48	
contacting	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
contactless	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.57	0.85	0.86	
contacts	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
contained	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
containers	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
containment'	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
contains	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
contaminate	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
contaminated	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.29	0.66	0.67	
contaminating	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
contemporary	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
content	0	0.00	1 	0.00	0	0.00	2 	0.01	3 	0.01	1 	0.01	1 	0.00	8	0.01	5	4.23	0.24	0.25	
contents	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.38	0.66	0.67	
contest	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
contesting	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
context	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	2	0.00	2	5.07	0.72	0.73	
contextual	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
continent	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	3	0.00	3	4.60	0.53	0.54	
continual	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
continually	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
continuation	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
continue	1 	0.05	46 	0.23	7 	0.03	11 	0.04	14 	0.05	7 	0.04	58 	0.28	144	0.11	7	106.41	0.41	0.42	
continued	1 	0.05	3 	0.01	1 	0.00	1 	0.00	1 	0.00	1 	0.01	0	0.00	8	0.01	6	7.52	0.34	0.34	
continues	0	0.00	1 	0.00	1 	0.00	4 	0.02	3 	0.01	1 	0.01	0	0.00	10	0.01	5	6.35	0.32	0.32	
continueto	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
continuing	0	0.00	0	0.00	1 	0.00	0	0.00	8 	0.03	6 	0.04	2 	0.01	17	0.01	4	23.12	0.50	0.51	
continuity	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	6.06	0.62	0.63	
continuous	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	4.74	0.69	0.70	
continuously	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
contract	1 	0.05	1 	0.00	2 	0.01	1 	0.00	1 	0.00	0	0.00	0	0.00	6	0.00	5	7.29	0.33	0.34	
contracting	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
contractor'	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
contractors	0	0.00	0	0.00	1 	0.00	0	0.00	3 	0.01	1 	0.01	0	0.00	5	0.00	3	7.97	0.51	0.52	
contracts	1 	0.05	1 	0.00	5 	0.02	9 	0.04	1 	0.00	4 	0.02	9 	0.04	30	0.02	7	15.63	0.28	0.29	
contradiction	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
contrast	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	12.09	0.83	0.84	
contribute	0	0.00	3 	0.01	4 	0.02	4 	0.02	6 	0.02	2 	0.01	4 	0.02	23	0.02	6	1.52	0.08	0.09	
contributed	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	2 	0.01	3	0.00	2	7.72	0.72	0.73	
contributes	0	0.00	1 	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.01	1 	0.00	6	0.00	5	3.18	0.21	0.22	
contributing	0	0.00	3 	0.01	1 	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.00	8	0.01	5	4.57	0.28	0.28	
contribution	2 	0.11	10 	0.05	2 	0.01	2 	0.01	3 	0.01	4 	0.02	9 	0.04	32	0.02	7	18.13	0.33	0.34	
contributions	0	0.00	3 	0.01	1 	0.00	2 	0.01	1 	0.00	2 	0.01	5 	0.02	14	0.01	6	5.99	0.28	0.28	
control	2 	0.11	16 	0.08	14 	0.06	11 	0.04	4 	0.02	4 	0.02	14 	0.07	65	0.05	7	17.12	0.22	0.22	
controlling	1 	0.05	2 	0.01	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	4	10.20	0.47	0.48	
controls	0	0.00	1 	0.00	5 	0.02	4 	0.02	1 	0.00	0	0.00	1 	0.00	12	0.01	5	9.46	0.39	0.40	
convenient	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
convening	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
convention	0	0.00	0	0.00	3 	0.01	8 	0.03	4 	0.02	0	0.00	6 	0.03	21	0.02	4	17.33	0.32	0.33	
conventional	0	0.00	2 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	2 	0.01	7	0.01	4	5.91	0.35	0.36	
conventions	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
convergence	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	2	0.00	1	8.30	0.87	0.89	
conversely	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
conversion	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	3	0.00	2	6.46	0.64	0.65	
convert	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	6.24	0.63	0.64	
converting	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
convicted	0	0.00	3 	0.01	2 	0.01	0	0.00	0	0.00	2 	0.01	0	0.00	7	0.01	3	11.64	0.55	0.56	
convictions	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	3	0.00	2	6.85	0.68	0.69	
