Folder	BrexitPartyManifesto2019	BrexitPartyManifesto2019_Rel_Freq	ConsManifesto2019	ConsManifesto2019_Rel_Freq	GreenManifesto2019	GreenManifesto2019_Rel_Freq	LabourManifesto2019	LabourManifesto2019_Rel_Freq	LibdemManifesto2019	LibdemManifesto2019_Rel_Freq	PlaidCymruManifesto2019	PlaidCymruManifesto2019_Rel_Freq	SNPManifesto2019	SNPManifesto2019_Rel_Freq	TOTAL	TOTAL_Rel_Freq	RANGE	Log_Likelihood	Dispersion_DP	Dispersion_DPnorm	
system_work	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	4	0.00	1	13.04	0.80	0.82	
systematic	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	2	7.42	0.70	0.71	
systematically	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
systemic	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
systems	0	0.00	1 	0.00	7 	0.03	6 	0.02	10 	0.04	1 	0.01	2 	0.01	27	0.02	6	12.50	0.30	0.30	
table	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	3	0.00	3	4.25	0.51	0.51	
tables	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	0	0.00	0	0.00	4	0.00	1	13.04	0.80	0.82	
tackle	0	0.00	18 	0.09	20 	0.09	32 	0.13	37 	0.14	12 	0.07	30 	0.14	149	0.11	6	13.31	0.12	0.13	
tackled	0	0.00	0	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	1 	0.00	4	0.00	3	5.44	0.48	0.48	
tackles	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
tackleyouth	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
tackling	0	0.00	8 	0.04	13 	0.06	10 	0.04	14 	0.05	8 	0.05	13 	0.06	66	0.05	6	3.67	0.08	0.08	
tacklingyouth	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
tagging	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tags	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tailor	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	3	0.00	3	5.04	0.57	0.57	
tailored	0	0.00	1 	0.00	1 	0.00	2 	0.01	1 	0.00	1 	0.01	4 	0.02	10	0.01	6	4.05	0.26	0.26	
take	2 	0.11	10 	0.05	11 	0.05	22 	0.09	21 	0.08	11 	0.07	17 	0.08	94	0.07	7	5.19	0.11	0.11	
take-up	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	3	0.00	3	4.15	0.50	0.50	
take-ups	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
take_a_lead	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
take_account_of	0	0.00	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.58	0.45	0.45	
take_advantage_of	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	1 	0.00	3	0.00	3	4.51	0.52	0.53	
take_away	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
take_back	0	0.00	6 	0.03	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	6	0.00	1	22.71	0.85	0.86	
take_charge	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
take_control	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.82	0.47	0.47	
take_effect	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
take_for_granted	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.71	0.69	0.70	
take_forward	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
take_further	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
take_into_account	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
take_on	1 	0.05	0	0.00	0	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	4	0.00	2	14.12	0.80	0.81	
take_out	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
take_over	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
take_part	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.00	3	0.00	2	6.39	0.65	0.66	
take_place	0	0.00	0	0.00	4 	0.02	1 	0.00	2 	0.01	1 	0.01	0	0.00	8	0.01	4	8.80	0.38	0.39	
take_pride_in	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
take_that	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
take_the_steps	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
take_up	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	4	0.00	4	3.30	0.34	0.34	
takeaways.	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
taken	0	0.00	1 	0.00	4 	0.02	1 	0.00	1 	0.00	4 	0.02	10 	0.05	21	0.02	6	18.48	0.40	0.41	
taken_for_granted	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
taken_forward	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
taken_into_account	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
taken_on	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
takeovers	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	3	3.82	0.47	0.47	
takes	0	0.00	2 	0.01	1 	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	5	0.00	4	5.20	0.36	0.36	
takes_into_account	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
takes_place	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
taking	0	0.00	3 	0.01	3 	0.01	5 	0.02	3 	0.01	3 	0.02	8 	0.04	25	0.02	6	5.38	0.18	0.18	
taking_account_of	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
taking_advantage_of	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
taking_back	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	2	7.12	0.66	0.67	
taking_control	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
taking_note	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
taking_on	0	0.00	0	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	3	0.00	2	6.06	0.62	0.63	
taking_pride_in	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
taking_up	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
tale	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
talent	0	0.00	6 	0.03	0	0.00	0	0.00	1 	0.00	1 	0.01	0	0.00	8	0.01	3	18.35	0.60	0.61	
talented	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
talents	0	0.00	3 	0.01	0	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	6	0.00	3	9.10	0.49	0.49	
talk	0	0.00	0	0.00	0	0.00	2 	0.01	4 	0.02	0	0.00	0	0.00	6	0.00	2	12.13	0.62	0.63	
talking	0	0.00	0	0.00	2 	0.01	0	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	2	6.53	0.63	0.64	
talks	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	4 	0.02	5	0.00	2	13.55	0.69	0.70	
tall	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tamil	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
tampon	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tampons	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tangible	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tanks	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
target	2 	0.11	6 	0.03	0	0.00	6 	0.02	12 	0.05	1 	0.01	3 	0.01	30	0.02	6	22.22	0.32	0.32	
target_groups	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
targeted	3 	0.16	1 	0.00	2 	0.01	4 	0.02	2 	0.01	1 	0.01	1 	0.00	14	0.01	7	13.60	0.30	0.30	
targeting	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
targetrecommended	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
targets	2 	0.11	3 	0.01	3 	0.01	9 	0.04	10 	0.04	5 	0.03	13 	0.06	45	0.03	7	12.41	0.20	0.20	
tariff	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	4 	0.02	7	0.01	3	12.63	0.55	0.55	
tariffs	3 	0.16	2 	0.01	0	0.00	0	0.00	1 	0.00	4 	0.02	12 	0.06	22	0.02	5	41.40	0.57	0.57	
tasers	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
task	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	2 	0.01	0	0.00	5	0.00	4	5.67	0.37	0.37	
task_force	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
tasked	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.01	1 	0.00	4	0.00	3	6.61	0.55	0.55	
taskforce	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	3	0.00	2	6.61	0.66	0.67	
taught	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
tax	10 	0.53	35 	0.17	91 	0.40	22 	0.09	21 	0.08	12 	0.07	45 	0.21	236	0.18	7	101.70	0.28	0.28	
tax'	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
tax-dodgers	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
tax-free	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.03	0.63	0.64	
tax_bills	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tax_payers	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
tax_relief	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	1 	0.00	3	0.00	3	4.80	0.55	0.55	
taxation	0	0.00	1 	0.00	6 	0.03	3 	0.01	8 	0.03	7 	0.04	0	0.00	25	0.02	5	17.93	0.35	0.35	
taxation'	1 	0.05	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	8.52	0.99	1.00	
taxed	0	0.00	1 	0.00	6 	0.03	1 	0.00	1 	0.00	0	0.00	0	0.00	9	0.01	4	13.62	0.50	0.50	
taxes	0	0.00	7 	0.03	16 	0.07	3 	0.01	3 	0.01	2 	0.01	3 	0.01	34	0.03	6	21.16	0.36	0.36	
taxi	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2	0.00	2	4.14	0.64	0.65	
taxing	0	0.00	0	0.00	1 	0.00	1 	0.00	2 	0.01	0	0.00	0	0.00	4	0.00	3	5.11	0.45	0.45	
taxis	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
taxpayer	1 	0.05	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	5	0.00	5	6.81	0.32	0.33	
taxpayers	0	0.00	1 	0.00	0	0.00	1 	0.00	0	0.00	1 	0.01	2 	0.01	5	0.00	4	5.37	0.38	0.39	
tb	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	3 	0.02	0	0.00	5	0.00	3	9.75	0.51	0.52	
teach	0	0.00	0	0.00	2 	0.01	2 	0.01	2 	0.01	1 	0.01	0	0.00	7	0.01	4	5.56	0.32	0.33	
teacher	0	0.00	1 	0.00	0	0.00	4 	0.02	2 	0.01	1 	0.01	0	0.00	8	0.01	4	8.51	0.37	0.37	
teacher_assessment	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
teachers	0	0.00	7 	0.03	5 	0.02	6 	0.02	16 	0.06	7 	0.04	0	0.00	41	0.03	5	21.90	0.26	0.26	
teachersand	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
teaching	0	0.00	5 	0.02	0	0.00	2 	0.01	10 	0.04	3 	0.02	0	0.00	20	0.01	4	22.38	0.43	0.43	
teal	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
team	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	2	0.00	2	5.16	0.72	0.73	
teams	0	0.00	1 	0.00	0	0.00	0	0.00	2 	0.01	1 	0.01	0	0.00	4	0.00	3	6.14	0.53	0.54	
teamwork	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
tear_down	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
tech	0	0.00	1 	0.00	1 	0.00	3 	0.01	4 	0.02	0	0.00	0	0.00	9	0.01	4	8.59	0.40	0.40	
tech_companies	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
tech_sector	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
technical	0	0.00	3 	0.01	0	0.00	4 	0.02	0	0.00	0	0.00	1 	0.00	8	0.01	3	12.92	0.54	0.55	
technicians	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
techniques	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	1 	0.01	1 	0.00	4	0.00	4	3.80	0.37	0.38	
technological	0	0.00	0	0.00	1 	0.00	2 	0.01	1 	0.00	1 	0.01	0	0.00	5	0.00	4	4.36	0.32	0.33	
technologically	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
technologies	0	0.00	5 	0.02	8 	0.04	5 	0.02	10 	0.04	1 	0.01	2 	0.01	31	0.02	6	9.60	0.23	0.23	
technology	0	0.00	13 	0.06	4 	0.02	5 	0.02	19 	0.07	5 	0.03	5 	0.02	51	0.04	6	18.25	0.28	0.28	
technology_companies	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
technology_sector	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
teleconferencing	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
telephone	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
televised	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
television	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	2	0.00	2	4.29	0.66	0.67	
tell	0	0.00	1 	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	3	0.00	3	4.10	0.49	0.50	
temperature	0	0.00	0	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	3.85	0.62	0.63	
temperatures	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
temples	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
temporary	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
ten	0	0.00	0	0.00	7 	0.03	1 	0.00	3 	0.01	4 	0.02	2 	0.01	17	0.01	5	13.30	0.35	0.36	
ten-minute	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
ten-year	0	0.00	0	0.00	4 	0.02	0	0.00	5 	0.02	1 	0.01	0	0.00	10	0.01	3	15.75	0.53	0.54	
ten_times	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
tenancies	0	0.00	0	0.00	1 	0.00	2 	0.01	2 	0.01	0	0.00	0	0.00	5	0.00	3	6.24	0.45	0.45	
tenancies.	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
tenancy	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
tenant	0	0.00	2 	0.01	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	3	0.00	2	7.01	0.65	0.66	
tenants	0	0.00	2 	0.01	5 	0.02	1 	0.00	5 	0.02	0	0.00	0	0.00	13	0.01	4	13.22	0.41	0.41	
tend	0	0.00	1 	0.00	1 	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	3	0.00	3	4.89	0.55	0.56	
tender	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
tendering	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
tends	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
tens	0	0.00	2 	0.01	0	0.00	1 	0.00	3 	0.01	3 	0.02	0	0.00	9	0.01	4	9.57	0.42	0.42	
tensions	0	0.00	1 	0.00	0	0.00	1 	0.00	2 	0.01	0	0.00	1 	0.00	5	0.00	4	4.04	0.31	0.31	
tents	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
tenure	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.09	0.83	0.84	
tenures	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
tenyears	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
term	1 	0.05	3 	0.01	1 	0.00	1 	0.00	0	0.00	1 	0.01	1 	0.00	8	0.01	6	7.95	0.34	0.34	
terminal	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	1	0.00	1	3.69	0.84	0.85	
terminally	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
terminals	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	3	0.00	2	7.11	0.67	0.68	
terminated	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.37	0.81	0.83	
terms	0	0.00	0	0.00	2 	0.01	10 	0.04	2 	0.01	4 	0.02	1 	0.00	19	0.01	5	18.36	0.43	0.43	
terrible	0	0.00	1 	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	2	0.00	2	4.27	0.65	0.66	
territorial	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
territories	0	0.00	1 	0.00	2 	0.01	1 	0.00	3 	0.01	1 	0.01	0	0.00	8	0.01	5	4.26	0.26	0.26	
terror	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	3	0.00	2	6.17	0.62	0.63	
terrorism	0	0.00	5 	0.02	1 	0.00	3 	0.01	0	0.00	0	0.00	0	0.00	9	0.01	3	15.70	0.55	0.56	
terrorist	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	0	0.00	0	0.00	2	0.00	1	6.52	0.80	0.82	
terrorists	0	0.00	2 	0.01	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2	0.00	1	7.57	0.85	0.86	
test	0	0.00	2 	0.01	2 	0.01	0	0.00	3 	0.01	0	0.00	0	0.00	7	0.01	3	9.33	0.48	0.49	
test'	0	0.00	0	0.00	0	0.00	2 	0.01	1 	0.00	0	0.00	0	0.00	3	0.00	2	6.17	0.62	0.63	
testing	0	0.00	1 	0.00	2 	0.01	2 	0.01	4 	0.02	1 	0.01	0	0.00	10	0.01	5	5.37	0.25	0.25	
tests	0	0.00	0	0.00	2 	0.01	1 	0.00	4 	0.02	0	0.00	0	0.00	7	0.01	3	10.11	0.49	0.50	
than	3 	0.16	26 	0.13	24 	0.11	34 	0.14	21 	0.08	35 	0.21	34 	0.16	177	0.13	7	15.27	0.12	0.12	
thanks	0	0.00	1 	0.00	0	0.00	1 	0.00	1 	0.00	0	0.00	2 	0.01	5	0.00	4	4.47	0.31	0.31	
thanks_to	0	0.00	3 	0.01	0	0.00	1 	0.00	0	0.00	1 	0.01	1 	0.00	6	0.00	4	7.66	0.40	0.41	
thanthe	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
that	14 	0.74	272 	1.35	177 	0.78	173 	0.70	301 	1.15	188 	1.12	246 	1.17	1371	1.03	7	73.88	0.10	0.11	
thatcommittees	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thatcounselling	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thatdevelopment	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thathave	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thatif	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thatprovides	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
the	115 	6.11	1101 	5.48	1263 	5.57	1276 	5.15	1442 	5.51	875 	5.22	1462 	6.94	7534	5.65	7	77.90	0.04	0.04	
the_bill	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	2 	0.01	2	0.00	1	7.39	0.84	0.85	
the_drive	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	1 	0.00	2	0.00	2	4.18	0.65	0.66	
the_height_of	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
the_royal	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.79	0.85	0.86	
the_shortage	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	1	0.00	1	3.26	0.80	0.82	
the_year_after	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
theamount	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
theatre	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
theatres	0	0.00	0	0.00	1 	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1	0.00	1	3.54	0.83	0.84	
thebarnett	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thebedroom	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
thecommunity	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	1 	0.01	0	0.00	1	0.00	1	4.15	0.87	0.89	
